id,text,length,races,difficulty_rating,top_score,top_100,average,active_since,top_score_user
3550851,"When night falls, she cloaks the world. An impenetrable dark...",156,4164,0.924,213.31,122.27,63.4,2018-02-15,joshua728
3550852,"I'm far from home, no place to go, but I don't feel cold. I'...",262,19936,1.034,213.76,176.13,85.3,2018-02-14,arenasnow
3550854,"Unless someone like you cares a whole awful lot, nothing is ...",92,1207,0.907,216.77,168.14,73.04,2018-02-15,deroche1
3550859,"Have you ever stopped to watch a bluebird drop from a tree, ...",192,4701,0.947,216.89,133.99,65.31,2018-02-14,joshua728
3550860,Now the Force is what gives a Jedi his power. It's an energy...,162,4471,0.911,240.59,129.5,62.51,2018-02-15,joshua728
3550862,Fred pulled back and steered the nose of the plane into the ...,197,18442,1.029,249.68,172.84,84.86,2018-02-14,joshua728
3550863,Have you ever tried to indulge an all-consuming urge to kill...,145,4520,0.903,250.76,126.46,61.22,2018-02-14,joshua728
3550864,"Well, says No-bark, we got a chupacabra with an automatic we...",148,4389,0.886,234.67,128.45,61.07,2018-02-14,joshua728
3550865,If a man's wearing his pants on his head or if he says his w...,278,19156,1.03,227.59,182.22,84.78,2018-02-14,joshua728
3550866,I refuse to give up! I refuse to get bored! I refuse to thro...,165,4474,0.905,187.15,132.82,61.49,2018-02-15,slowaccount
3550867,A detective doesn't have supernatural powers. There's no way...,569,5636,0.975,202.58,162.37,88.34,2018-02-14,arenasnow
3550868,You claim there's no hope left in the world. But if despair ...,172,4534,0.949,205.45,137.6,64.92,2018-02-14,arenasnow
3550869,"Clinging to a shaky line, insecure about what I will see. Mo...",200,8506,0.954,200.27,163.0,81.37,2018-02-14,arenasnow
3550870,"Join in with me, with me. We'll fly on someone else's wings,...",426,14256,1.033,217.39,177.26,90.72,2018-02-14,joshua728
3550871,"Happiness can be found, even in the darkest of times, if one...",97,2060,1.004,284.81,180.52,60.46,2018-02-15,joshua728
3550872,We don't believe what's on TV. Because it's what we want to ...,298,7971,0.976,206.82,164.33,83.5,2018-02-14,arenasnow
3550873,"It was a bright cold day in April, and the clocks were strik...",310,7357,0.93,199.64,156.85,78.04,2018-02-14,arenasnow2
3550874,"Finally, from so little sleeping and so much reading, his br...",112,2062,0.976,242.64,163.03,60.94,2018-02-15,joshua728
3550875,"We mortals, men and women, devour many a disappointment betw...",300,5693,0.931,207.54,157.25,84.2,2018-02-14,arenasnow
3550876,"I was stricken with vampirism over 300 years ago, while on a...",189,6782,0.907,200.18,153.66,77.2,2018-02-14,joshua728
3550877,"So glad of this as they I cannot be, who are surprised withal.",62,2961,0.94,242.5,203.21,120.72,2018-02-15,joshua728
3550880,"I remember it Ed, that story you told me, came clear back to...",379,15936,1.062,217.06,183.49,93.51,2018-02-15,chakk
3550881,"Goodness, present and hallowed, is thanking walls of the sha...",226,7775,0.969,232.93,161.02,83.03,2018-02-14,valikor
3550882,"On Hard your towers cost more than normal, the Bloons move f...",170,4199,0.912,220.64,126.68,62.38,2018-02-14,joshua728
3550884,Big wheels keep on turning. Carry me home to see my kin. Sin...,146,4540,0.881,205.95,133.68,60.4,2018-02-15,joshua728
3550886,Roll the window down this cool night air is curious.,52,4390,0.948,243.75,198.1,121.63,2018-02-15,joshua728
3550887,You move like I want to. To see like your eyes do.,50,5235,0.953,254.35,217.53,125.35,2018-02-15,keegant
3550888,And brace for the glory as you stare into the sky.,50,5069,1.017,286.12,212.75,124.41,2018-02-15,joshua728
3550889,All five horizons revolved around her soul as the earth to t...,67,2140,0.905,270.16,197.04,119.97,2018-02-17,joshua728
3550890,And now my bitter hands cradle broken glass of what was ever...,67,2043,0.895,252.2,184.93,114.88,2018-02-15,joshua728
3550892,"I know someday you'll have a beautiful life, I know you'll b...",69,1981,0.856,237.52,187.38,115.22,2018-02-14,joshua728
3550893,I'm going to take my time. I have all the time in the world.,60,4866,1.061,282.24,228.14,133.06,2018-02-14,mispelled
3550894,Don't say you're happy out there without me. I know you can'...,86,1444,0.872,232.64,184.51,86.69,2018-02-14,joshua728
3550896,I'll be fine. I'll be waiting patiently till you see the sig...,96,1123,0.918,233.67,157.37,66.56,2018-02-14,joshua728
3550897,"I must have done something right, to deserve you in my life....",110,4355,1.064,241.27,179.71,60.27,2018-02-15,joshua728
3550898,So please don't forget to call me just to let me know you're...,92,1240,0.939,242.35,180.12,74.59,2018-02-15,arenasnow
3550899,"Take me away, to January. I'm done with this year... I'm tir...",149,4583,0.957,226.73,131.08,65.5,2018-02-14,joshua728
3550900,"You can rest easy, tonight... Everything is gonna be alright...",167,4438,0.944,236.4,130.38,65.01,2018-02-14,joshua728
3550901,"So tonight, sweet dreams, and sleep tight. I've been trying ...",216,19663,1.052,204.19,176.77,87.42,2018-02-14,chakk
3550902,"She said let's change our luck, this night is all we've got....",229,7910,0.984,240.46,164.87,86.01,2018-02-14,joshua728
3550903,"Look! If you had one shot, or one opportunity, to seize ever...",141,4598,0.904,210.81,138.45,62.04,2018-02-14,joshua728
3550904,"Adios rock band that we loved the most, this is a toast to w...",217,23256,1.134,233.0,196.12,92.87,2018-02-14,joshua728
3550905,"My father died on this floor. Right there. Stabbed 27 times,...",248,7772,0.955,235.41,158.53,79.93,2018-02-15,joshua728
3550906,The story of his career shows that Augustus was indeed ruthl...,366,6549,0.914,198.38,156.41,78.88,2018-02-14,arenasnow
3550907,"In his capacity as princeps, selfishness and selflessness co...",578,4849,0.903,204.96,146.96,81.6,2018-02-15,joshua728
3550908,A great civilization is not conquered from without until it ...,265,7372,0.907,214.85,158.14,76.33,2018-02-14,joshua728
3550909,There exists in human nature a strong propensity to deprecia...,126,1870,0.92,225.2,132.2,54.85,2018-02-15,joshua728
3550910,A material difference may be observed in the games of antiqu...,861,2933,0.914,208.61,154.11,96.14,2018-02-14,joshua728
3550911,This has often been truncated to: History... is indeed littl...,136,1989,0.916,207.82,135.52,54.74,2018-02-14,joshua728
3550916,"No matter how many men you kill, you can't kill your successor.",63,2754,0.911,233.05,181.25,117.79,2018-02-15,joshua728
3550917,The oracles of God foretold the rising of an Antichrist in t...,269,7633,0.936,202.52,158.89,77.98,2018-02-14,typos_z
3550919,A mind not to be changed by place or time. The mind is its o...,128,1855,0.886,253.47,134.22,52.77,2018-02-15,joshua728
3550921,Yet Phoenicia and Palestine will forever live in the memory ...,169,4393,0.914,228.07,135.37,61.78,2018-02-14,joshua728
3550922,"In the profession of Christianity, the variety of national c...",340,6401,0.916,199.22,154.63,78.17,2018-02-14,arenasnow
3550923,"If one must drink, then let one drink thrice a month, for mo...",229,22157,1.072,218.6,185.64,87.81,2018-02-14,slekap
3550928,"When I was a lad, I ate four dozen eggs every morning to hel...",157,4659,0.905,222.96,136.23,61.85,2018-02-14,joshua728
3550929,"""What are you doing with all those books anyway?"" Ron asked....",291,5556,0.802,187.04,143.06,67.83,2018-02-15,joshua728
3550930,In the hundred years since the Victoria Cross was created fo...,313,2782,0.862,186.95,132.5,75.95,2019-05-27,arenasnow
3550932,You have the ring. And I see that your Schwartz is as big as...,105,2028,0.894,230.43,145.77,55.79,2018-02-16,joshua728
3550933,It's either the 4th of July or someone's trying to kill us!,59,2098,0.837,210.9,175.54,110.55,2018-02-14,deroche1
3550938,"You've got me over the moon, and that's no jest. We're miles...",182,11030,1.038,214.98,157.73,67.46,2018-02-14,arenasnow
3550941,"Hello, Link. Wake up. The Great Deku Tree wants to talk to y...",264,5743,0.812,180.02,140.32,67.99,2018-02-14,arenasnow
3550943,If you're willing to go through the battling to get to where...,339,17969,1.042,209.93,178.52,88.53,2018-02-14,arenasnow
3550944,If you know what you're worth then go out and get what you'r...,272,19429,1.036,230.62,184.26,85.57,2018-02-14,quitless
3550945,For every man there is a cause which he would gladly die for...,242,21695,1.083,215.75,181.78,87.2,2018-02-14,chakk
3550951,Out of all the reindeers you know you're the mastermind. Run...,275,2723,0.832,204.23,138.34,74.67,2019-05-27,joshua728
3550956,"The stomp of your foot, on one mouse, could start an earthqu...",681,1548,0.913,193.46,140.13,93.7,2019-05-28,deroche1
3550969,Never know how much I love you. Never know how much I care. ...,252,15272,1.04,214.94,176.72,85.89,2019-05-27,quitless
3550988,"As the red day is dawning and the lightning cracks the sky, ...",381,2204,0.995,201.41,157.54,102.21,2019-05-27,arenasnow
3551000,"Every Who down in Whoville liked Christmas a lot, but the Gr...",429,3127,0.902,207.89,153.24,78.73,2019-05-28,chakk
3551001,"You're a mean one, Mr. Grinch. You really are a heel. You're...",573,1387,0.883,212.92,139.61,91.27,2019-05-27,joshua728
3551002,"You're a foul one, Mr. Grinch; you're a nasty wasty skunk. Y...",226,3731,0.814,221.93,142.09,67.77,2019-05-27,chakk
3551006,I would not like them here or there. I would not like them a...,132,2679,0.924,226.06,119.04,63.07,2019-05-27,joshua728
3551008,I decided to run some experiments on the steel used to build...,565,1747,0.939,199.92,147.64,96.09,2019-05-27,arenasnow
3551010,"I said a hip hop, the hippie, the hippie to the hip, hip hop...",182,2208,0.872,219.7,131.27,61.74,2019-05-27,joshua728
3551019,I've created a monster 'cause nobody wants to see Marshall n...,691,1443,0.914,191.48,142.91,93.89,2019-05-27,arenasnow
3551067,One can gaze upon something and see wonder in it. Two can ga...,452,2119,0.984,198.81,153.95,99.71,2019-05-28,
3551096,"If sharks were men, they would build enormous boxes in the o...",589,6910,1.041,204.06,172.16,100.86,2019-05-28,arenasnow
3551129,Words have the power to both destroy and heal. When words ar...,108,3555,1.013,277.46,165.72,55.5,2019-05-27,joshua728
3551135,You can get more of what you want with a kind word and a gun...,96,2415,1.087,298.91,225.54,91.9,2019-05-28,deroche1
3551144,Any customer can have a car painted any color that he wants ...,83,1109,0.95,268.32,178.36,98.04,2019-05-28,joshua728
3551145,I will build a car for the great multitude. It will be large...,458,2104,1.0,208.56,160.03,102.5,2019-05-27,joshua728
3551150,"Books are not absolutely dead things, but do contain a poten...",822,1831,0.947,198.97,147.87,98.28,2019-05-27,arenasnow
3551157,Chemists do not usually stutter. It would be very awkward if...,153,4948,0.893,212.38,153.05,75.38,2019-05-27,joshua728
3551210,Academic writers cannot get writer's block. Don't confuse yo...,605,1852,0.952,218.16,151.27,98.12,2019-05-27,joshua728
3551211,Writer's block is a good example of a dispositional fallacy:...,409,3154,0.938,210.9,148.2,84.54,2019-05-27,arenasnow
3551216,"If you can't focus at all, it's also good to confine yoursel...",471,3381,0.971,200.18,154.16,88.27,2019-05-27,arenasnow
3551290,The stars rattled him to the core. All these lights have tra...,507,2294,0.989,202.69,159.13,101.27,2019-01-26,arenasnow
3551305,Let me get some action from the back section. We need body r...,459,2771,0.902,192.87,143.6,82.13,2019-05-28,performancecheck
3551317,So you think that money is the root of all evil? Have you ev...,542,6818,1.045,214.89,170.7,101.0,2019-05-27,quitless
3551331,People think that a liar gains a victory over his victim. Wh...,519,6491,1.034,220.06,172.97,100.67,2019-05-28,joshua728
3551345,"When someone betrays your trust, it feels like a part of you...",110,3345,1.023,230.73,145.55,55.14,2019-05-28,joshua728
3551370,"While monsters are mostly made of magic, human beings are mo...",79,2327,0.996,241.59,191.9,78.61,2019-05-28,
3551446,"He was a polished jazz player, whose poverty had less to do ...",308,14059,1.03,220.0,176.39,84.48,2019-05-28,typos_z
3551546,The evolution of language marked a great leap forward for ou...,309,14766,1.036,220.94,181.35,85.27,2019-05-28,joshua728
3551564,Every temptation is an opportunity to do good. On the path t...,298,13542,1.015,232.33,171.3,83.06,2019-05-27,joshua728
3551605,I have lived my life to the best of my ability. But I have n...,220,18100,1.109,212.58,183.58,89.74,2019-05-27,arenasnow
3551642,"I realized that back then, the reason I wanted to become hum...",164,9189,1.055,261.25,151.4,67.16,2019-05-28,joshua728
3551698,Many different interpretations of the word yoga have been ha...,658,1489,0.952,200.24,146.55,98.29,2019-05-28,typos_z
3551754,"Take these three items: some WD-40, a vise grip, and a roll ...",146,2608,0.865,202.61,119.82,59.66,2019-05-27,arenasnow
3551767,"My good sir, perhaps we got off on the wrong boot. Allow me ...",177,2498,0.87,190.39,116.74,60.11,2019-05-28,arenasnow
3551775,"I have these thoughts so often, I ought to replace that slot...",151,8350,1.013,258.45,143.69,65.01,2019-05-28,joshua728
3620000,"When he utilizes combined energy, his fighting men become as...",292,23606,0.989,231.73,176.45,79.87,2016-11-11,joshua728
3620001,For it is the nature of a log or stone to remain motionless ...,76,4901,1.025,233.79,198.29,101.8,2016-11-11,arabianghosthaunting
3620002,"Shoot all the blue jays you want, if you can hit 'em, but re...",105,1017,0.848,215.2,173.12,86.69,2016-11-11,arenasnow
3620003,"I won't say another word - not one. I know I talk too much, ...",227,26389,1.049,230.77,190.11,89.41,2016-11-11,florentine
3620004,Everyone has questions about the economy. Why can't I live a...,387,10029,0.964,217.19,167.63,88.23,2016-11-11,joshua728
3620005,"If the experts are baffled, how can the rest of us understan...",78,1717,0.886,205.85,174.55,105.94,2016-11-11,arenasnow
3620006,Why can't I live as well as my parents did? Will I still hav...,107,1013,0.839,211.53,166.09,80.97,2016-11-11,slekap
3620007,"V: I can assure you, I mean you no harm. Evey: Who are you? ...",323,8924,0.873,207.74,154.77,75.64,2016-11-11,joshua728
3620008,"I'm not questioning your powers of observation, I'm merely r...",119,829,0.826,243.15,162.85,82.69,2016-11-11,joshua728
3620009,"At last, we finally meet. I have something for you, Chancell...",186,29257,1.083,233.13,192.42,89.32,2016-11-11,mononym_jisoo
3620010,"For all the things you've done, for the things you might hav...",105,38004,1.233,301.51,246.91,109.73,2016-11-11,joshua728
3620011,"Sutler. Come now, Mr. Creedy, you knew this was coming. You ...",292,11421,0.919,205.2,165.55,77.34,2016-11-11,joshua728
3620012,"Sutler can no longer trust you, can he, Mr. Creedy? And we b...",500,5088,0.971,199.1,158.44,99.09,2016-11-11,joshua728
3620013,A man as smart as you has probably considered this. A man as...,94,1069,0.888,222.44,168.87,95.69,2016-11-11,florentine
3620015,You found something else. In that cell you found something t...,267,26186,1.044,230.17,183.72,88.09,2016-11-11,joshua728
3620016,In that cell you found something that mattered more to you t...,69,3537,1.047,274.35,221.28,124.7,2016-11-12,joshua728
3620021,It is at this point in our story that along comes a spider.,59,7292,1.05,286.52,243.57,123.45,2016-11-11,joshua728
3620022,"Our story begins, as these stories often do, with a young up...",608,7362,0.921,207.02,158.9,83.54,2017-01-13,joshua728
3620026,I know why you did it. I know you were afraid. Who wouldn't be?,63,3329,0.826,236.1,197.82,116.29,2016-11-11,florentine
3620032,While the simple act of putting one foot in front of the oth...,274,26053,1.071,243.36,186.97,90.37,2016-11-11,joshua728
